credit_sco,credit_amo,tenure,balance,cred_card,active,saving,checking,clusters
623,7127,new,excellent balance,yes,no,little,none,3
514,1203,new,excellent balance,yes,no,moderate,little,2
650,700,new,excellent balance,yes,yes,none,none,2
673,5507,long term,no balance,yes,no,little,none,3
504,3190,loyal,excellent balance,no,no,little,little,0
723,7119,new,good balance,yes,no,little,little,3
645,3488,new,excellent balance,yes,no,moderate,none,0
664,1113,long term,excellent balance,yes,yes,little,moderate,2
760,7966,long term,excellent balance,yes,yes,little,moderate,3
766,1532,long term,good balance,no,yes,moderate,none,2
634,1503,long term,good balance,no,no,little,none,2
640,2302,loyal,good balance,yes,no,little,little,2
784,662,new,good balance,yes,yes,little,little,2
547,2273,new,excellent balance,yes,no,little,moderate,2
608,2631,loyal,excellent balance,no,no,moderate,moderate,0
547,1503,long term,no balance,yes,yes,little,none,2
612,1311,long term,excellent balance,yes,yes,moderate,none,2
573,3105,loyal,no balance,no,no,none,none,0
615,2319,long term,excellent balance,yes,yes,little,rich,2
710,1374,new,no balance,yes,no,none,little,2
674,3612,loyal,good balance,yes,no,little,moderate,0
702,7763,loyal,no balance,yes,yes,little,little,3
616,3049,loyal,no balance,yes,no,little,rich,0
688,1534,long term,excellent balance,yes,yes,little,moderate,2
605,2032,long term,excellent balance,yes,no,little,none,2
676,6350,long term,excellent balance,no,no,none,little,3
708,2864,new,no balance,yes,no,little,rich,0
745,1255,long term,no balance,yes,yes,little,none,2
661,1333,loyal,no balance,yes,no,little,little,2
726,2022,loyal,no balance,yes,yes,little,none,2
475,1552,long term,excellent balance,no,yes,little,none,2
751,626,loyal,excellent balance,no,yes,little,little,2
645,8858,loyal,excellent balance,no,no,none,none,3
775,996,long term,excellent balance,no,yes,none,none,2
540,1750,new,no balance,yes,no,quite rich,none,2
591,6999,new,good balance,no,no,little,little,3
596,1995,long term,excellent balance,no,yes,moderate,moderate,2
573,1199,long term,no balance,no,yes,little,moderate,2
577,1331,long term,no balance,yes,yes,little,moderate,2
830,2278,loyal,good balance,no,yes,moderate,moderate,2
663,5003,loyal,no balance,yes,yes,none,none,0
421,3552,new,no balance,yes,yes,little,little,0
718,1928,long term,good balance,yes,no,little,moderate,2
655,2964,new,excellent balance,yes,yes,none,little,0
712,3161,new,no balance,no,yes,little,little,0
663,18424,long term,no balance,yes,yes,little,moderate,1
640,2848,long term,good balance,no,yes,moderate,none,0
577,14896,new,no balance,yes,yes,little,little,1
546,2359,long term,good balance,no,no,moderate,little,2
802,3345,loyal,good balance,no,yes,little,little,0
590,1817,new,good balance,yes,no,little,none,2
594,12749,new,excellent balance,yes,no,quite rich,none,1
577,1366,new,good balance,no,no,little,little,2
541,2002,long term,no balance,yes,no,little,moderate,2
781,6872,long term,no balance,no,no,little,little,3
806,697,new,good balance,yes,no,little,little,2
723,1049,new,excellent balance,yes,yes,little,little,2
535,10297,new,no balance,yes,no,little,little,1
768,1867,new,excellent balance,no,yes,none,none,2
653,1344,new,good balance,yes,no,little,little,2
803,1747,loyal,good balance,no,no,little,little,2
545,1670,new,no balance,yes,yes,little,moderate,2
581,1224,new,excellent balance,yes,yes,little,none,2
513,522,long term,excellent balance,yes,no,quite rich,none,2
731,1498,long term,excellent balance,no,no,little,little,2
727,1919,long term,good balance,no,no,moderate,moderate,2
560,745,new,no balance,no,no,little,rich,2
766,2063,long term,excellent balance,yes,no,little,moderate,2
630,6288,long term,excellent balance,no,yes,little,moderate,3
652,6842,loyal,excellent balance,yes,no,none,none,3
729,3527,long term,good balance,yes,no,none,none,0
629,1546,long term,no balance,yes,yes,little,none,2
667,929,loyal,excellent balance,no,no,none,none,2
671,1455,long term,good balance,yes,no,little,none,2
768,1845,long term,good balance,yes,no,little,little,2
732,8358,new,no balance,yes,no,quite rich,moderate,3
546,3349,long term,no balance,no,yes,quite rich,little,0
630,2859,new,no balance,yes,yes,none,none,0
765,1533,loyal,good balance,no,yes,little,none,2
704,3621,new,excellent balance,yes,yes,moderate,none,0
470,3590,long term,excellent balance,yes,yes,little,moderate,0
688,2145,loyal,good balance,no,yes,little,little,2
685,4113,new,no balance,no,yes,quite rich,moderate,0
567,10974,new,excellent balance,yes,yes,little,none,1
720,1893,new,good balance,yes,no,little,little,2
609,1231,new,excellent balance,yes,yes,rich,little,2
521,3656,new,excellent balance,yes,yes,none,rich,0
556,1154,long term,no balance,yes,yes,little,moderate,2
662,4006,long term,good balance,yes,yes,little,little,0
704,3069,loyal,good balance,yes,no,moderate,moderate,0
750,1740,new,no balance,yes,no,little,none,2
619,2353,long term,excellent balance,yes,yes,little,moderate,2
468,3556,new,excellent balance,yes,no,none,none,0
435,2397,new,excellent balance,yes,no,quite rich,none,2
529,454,long term,good balance,no,no,little,moderate,2
702,1715,long term,excellent balance,yes,yes,none,moderate,2
608,2520,long term,no balance,yes,yes,quite rich,moderate,0
576,3568,loyal,no balance,yes,no,little,none,0
666,7166,new,good balance,no,yes,none,none,3
730,3939,loyal,excellent balance,yes,no,little,little,0
647,1514,long term,excellent balance,yes,yes,moderate,moderate,2
516,7393,new,no balance,no,yes,little,none,3
711,1193,long term,no balance,yes,yes,little,little,2
736,7297,long term,good balance,no,yes,little,little,3
768,2831,long term,excellent balance,yes,no,little,none,0
427,1258,loyal,no balance,yes,yes,quite rich,rich,2
686,753,long term,no balance,yes,no,little,moderate,2
690,2427,long term,no balance,no,yes,none,moderate,2
647,2538,new,no balance,yes,no,little,none,0
714,1264,new,no balance,yes,yes,moderate,moderate,2
736,8386,loyal,good balance,yes,yes,little,moderate,3
608,4844,long term,good balance,yes,yes,little,none,0
809,2923,long term,no balance,yes,no,moderate,rich,0
745,8229,long term,excellent balance,yes,yes,little,little,3
781,2028,new,good balance,no,yes,little,none,2
527,1433,long term,no balance,yes,no,little,little,2
595,6289,new,good balance,yes,no,little,rich,3
850,1409,new,good balance,no,yes,moderate,none,2
569,6579,loyal,excellent balance,yes,no,little,little,3
728,1743,long term,no balance,yes,no,little,moderate,2
473,3565,long term,excellent balance,yes,yes,none,none,0
738,1569,new,no balance,yes,yes,moderate,none,2
659,1936,long term,no balance,yes,yes,none,little,2
597,3959,long term,good balance,yes,yes,little,little,0
445,2390,new,excellent balance,no,yes,none,none,2
671,1736,new,no balance,yes,no,little,none,2
656,3857,long term,good balance,yes,no,little,little,0
658,804,long term,good balance,no,yes,little,none,2
698,1845,loyal,good balance,yes,no,little,little,2
655,4576,loyal,no balance,no,yes,moderate,moderate,0
772,3161,loyal,good balance,yes,yes,little,little,0
681,18424,loyal,no balance,no,no,little,moderate,1
688,2848,loyal,excellent balance,yes,no,moderate,none,0
633,14896,long term,good balance,yes,yes,little,little,1
735,2359,loyal,no balance,yes,yes,moderate,little,2
521,3345,new,good balance,yes,yes,little,little,0
541,1817,long term,no balance,yes,no,little,none,2
612,12749,new,excellent balance,no,no,quite rich,none,1
562,1366,new,no balance,yes,no,little,little,2
703,2002,long term,no balance,no,no,little,moderate,2
710,6872,long term,no balance,yes,yes,little,little,3
731,697,long term,excellent balance,yes,yes,little,little,2
703,1049,long term,good balance,no,yes,little,little,2
618,10297,new,no balance,yes,no,little,little,1
689,1867,new,good balance,yes,yes,none,none,2
718,1344,long term,good balance,no,no,little,little,2
608,1747,long term,excellent balance,no,no,little,little,2
749,1670,new,no balance,no,no,little,moderate,2
753,1224,long term,good balance,no,yes,little,none,2
630,522,loyal,good balance,no,no,quite rich,none,2
693,1498,new,excellent balance,yes,no,little,little,2
838,1919,long term,good balance,no,yes,moderate,moderate,2
756,745,long term,excellent balance,yes,yes,little,rich,2
775,2063,long term,excellent balance,yes,no,little,moderate,2
635,6288,long term,no balance,yes,no,little,moderate,3
705,6842,new,good balance,yes,yes,none,none,3
481,3527,new,no balance,yes,yes,none,none,0
727,1546,long term,good balance,yes,no,little,none,2
595,929,long term,good balance,yes,no,none,none,2
535,1455,new,excellent balance,yes,no,little,none,2
578,1845,loyal,excellent balance,no,no,little,little,2
597,8358,long term,no balance,yes,yes,quite rich,moderate,3
449,3349,long term,no balance,no,no,quite rich,little,0
850,2859,loyal,good balance,yes,no,none,none,0
494,1533,loyal,good balance,yes,no,little,none,2
676,3621,loyal,good balance,no,no,moderate,none,0
818,3590,loyal,good balance,yes,yes,little,moderate,0
712,2145,long term,good balance,no,no,little,little,2
672,4113,long term,good balance,yes,no,quite rich,moderate,0
636,10974,loyal,good balance,no,no,little,none,1
698,1893,loyal,no balance,no,no,little,little,2
597,1231,long term,good balance,yes,no,rich,little,2
717,3656,long term,excellent balance,yes,yes,none,rich,0
614,1154,new,no balance,yes,no,little,moderate,2
708,4006,long term,good balance,yes,no,little,little,0
507,3069,loyal,good balance,yes,no,moderate,moderate,0
581,1740,long term,good balance,yes,no,little,none,2
579,2353,new,excellent balance,yes,no,little,moderate,2
504,3556,new,excellent balance,yes,yes,none,none,0
737,2397,long term,excellent balance,no,yes,quite rich,none,2
540,454,loyal,good balance,yes,yes,little,moderate,2
609,1715,long term,good balance,no,no,none,moderate,2
778,2520,long term,no balance,yes,yes,quite rich,moderate,0
621,3568,loyal,excellent balance,no,no,little,none,0
665,7166,long term,good balance,yes,yes,none,none,3
608,3939,long term,no balance,yes,yes,little,little,0
680,1514,long term,no balance,yes,no,moderate,moderate,2
663,7393,new,excellent balance,yes,yes,little,none,3
627,1193,new,excellent balance,yes,yes,little,little,2
607,7297,new,no balance,yes,no,little,little,3
681,2831,loyal,excellent balance,no,no,little,none,0
766,1258,long term,no balance,no,no,quite rich,rich,2
694,753,new,no balance,no,yes,little,moderate,2
411,2427,loyal,no balance,no,yes,none,moderate,2
742,2538,loyal,excellent balance,yes,yes,little,none,0
673,1264,loyal,excellent balance,no,yes,moderate,moderate,2
529,8386,new,no balance,yes,yes,little,moderate,3
519,4844,long term,excellent balance,yes,no,little,none,0
573,2923,loyal,no balance,yes,no,moderate,rich,0
453,8229,new,excellent balance,yes,no,little,little,3
798,2028,long term,good balance,yes,yes,little,none,2
693,1433,loyal,good balance,no,no,little,little,2
637,6289,new,no balance,yes,no,little,rich,3
672,1409,new,no balance,no,no,moderate,none,2
597,6579,new,excellent balance,yes,no,little,little,3
543,1743,long term,no balance,yes,yes,little,moderate,2
695,3565,long term,no balance,yes,no,none,none,0
584,1569,long term,excellent balance,yes,yes,moderate,none,2
652,1936,new,good balance,no,yes,none,little,2
601,3959,long term,good balance,yes,yes,little,little,0
628,2390,long term,no balance,yes,yes,none,none,2
607,1736,loyal,excellent balance,yes,no,little,none,2
646,3857,loyal,no balance,yes,no,little,little,0
572,804,long term,good balance,yes,no,little,none,2
801,1845,new,good balance,yes,yes,little,little,2
597,4576,loyal,excellent balance,yes,no,moderate,moderate,0
613,3652,long term,excellent balance,no,no,little,moderate,0
529,1530,long term,excellent balance,no,no,little,none,2
794,3914,loyal,no balance,yes,no,none,none,0
557,1858,new,good balance,yes,no,little,little,2
499,2600,long term,excellent balance,yes,yes,little,little,0
544,1979,long term,no balance,yes,no,none,none,2
739,2116,long term,no balance,no,no,little,rich,2
458,1437,new,good balance,yes,no,moderate,moderate,2
528,4042,loyal,excellent balance,yes,no,quite rich,none,0
773,3832,long term,no balance,no,no,none,none,0
646,3660,long term,no balance,yes,no,little,little,0
564,1553,new,good balance,yes,yes,little,little,2
624,1444,new,excellent balance,no,no,none,moderate,2
682,1980,long term,good balance,yes,no,little,none,2
726,1355,new,no balance,yes,yes,little,moderate,2
560,1393,new,good balance,yes,no,little,none,2
382,1376,new,no balance,yes,yes,quite rich,none,2
457,15653,long term,no balance,yes,no,little,none,1
673,1493,loyal,no balance,yes,yes,little,none,2
584,4370,long term,good balance,no,no,little,little,0
629,750,loyal,no balance,yes,yes,little,little,2
584,1308,loyal,excellent balance,yes,yes,little,moderate,2
724,4623,loyal,no balance,yes,yes,moderate,none,0
644,1851,long term,no balance,yes,yes,little,none,2
676,1880,new,excellent balance,yes,no,little,little,2
499,7980,long term,no balance,yes,no,none,none,3
598,4583,long term,no balance,yes,no,little,little,0
655,1386,long term,good balance,yes,no,quite rich,none,2
559,947,new,excellent balance,yes,yes,little,rich,2
543,684,new,excellent balance,yes,yes,little,little,2
679,7476,new,good balance,no,yes,little,little,3
594,1922,long term,excellent balance,yes,yes,little,moderate,2
586,2303,long term,excellent balance,yes,yes,little,little,2
776,8086,long term,no balance,yes,no,moderate,moderate,3
699,2346,new,good balance,yes,yes,little,none,2
847,3973,long term,good balance,yes,yes,little,little,0
582,888,loyal,excellent balance,yes,yes,little,moderate,2
648,10222,loyal,good balance,yes,no,none,none,1
618,4221,loyal,good balance,yes,yes,little,moderate,0
543,6361,long term,excellent balance,no,no,little,moderate,3
642,1297,long term,excellent balance,yes,no,little,rich,2
462,900,long term,excellent balance,yes,no,none,little,2
640,2241,long term,good balance,yes,no,little,none,2
740,1050,long term,good balance,yes,no,little,moderate,2
773,1047,long term,no balance,yes,no,little,rich,2
583,6314,long term,good balance,yes,yes,little,none,3
589,3496,loyal,no balance,no,yes,rich,moderate,0
509,3609,loyal,no balance,no,yes,little,none,0
612,4843,loyal,good balance,yes,no,little,little,0
505,3017,new,excellent balance,yes,yes,little,rich,0
546,4139,new,excellent balance,yes,no,moderate,none,0
681,5742,new,excellent balance,yes,no,moderate,none,3
762,10366,new,excellent balance,yes,yes,little,none,1
786,2080,long term,good balance,yes,no,quite rich,none,2
629,2580,long term,no balance,yes,no,quite rich,none,0
787,4530,long term,excellent balance,no,yes,little,none,0
713,5150,new,good balance,no,yes,little,none,0
541,5595,long term,good balance,yes,no,moderate,moderate,3
451,2384,long term,excellent balance,no,yes,little,little,2
644,1453,loyal,no balance,yes,yes,little,none,2
686,1538,long term,no balance,yes,yes,little,none,2
847,2279,new,good balance,yes,no,none,none,2
765,1478,long term,good balance,yes,no,little,none,2
678,5103,loyal,excellent balance,yes,yes,little,none,0
539,9857,new,good balance,yes,yes,moderate,moderate,3
800,6527,new,good balance,yes,no,none,none,3
799,1347,long term,excellent balance,no,yes,none,rich,2
629,2862,long term,no balance,yes,yes,moderate,moderate,0
734,2753,long term,good balance,no,yes,moderate,none,0
542,3651,new,no balance,yes,yes,rich,little,0
414,975,new,no balance,yes,yes,little,little,2
675,2631,new,good balance,no,no,moderate,moderate,0
683,2896,long term,excellent balance,yes,no,moderate,moderate,0
748,4716,long term,excellent balance,yes,yes,none,little,0
596,2284,new,no balance,yes,yes,little,none,2
642,1236,long term,excellent balance,yes,yes,quite rich,none,2
499,1103,new,excellent balance,yes,yes,little,moderate,2
649,926,loyal,good balance,yes,yes,little,none,2
739,1800,new,excellent balance,yes,no,little,none,2
616,1905,new,no balance,yes,yes,little,rich,2
560,1123,loyal,no balance,no,yes,quite rich,none,2
427,6331,new,good balance,yes,yes,little,little,3
435,1377,new,no balance,yes,no,moderate,rich,2
633,2503,long term,no balance,yes,yes,moderate,moderate,0
443,2528,long term,excellent balance,no,no,little,moderate,0
727,5324,long term,no balance,no,yes,quite rich,none,0
674,6560,long term,good balance,no,yes,moderate,moderate,3
661,2969,new,excellent balance,yes,yes,little,moderate,0
619,1206,new,no balance,yes,no,little,moderate,2
562,2118,new,no balance,yes,no,little,moderate,2
633,629,new,excellent balance,no,yes,quite rich,none,2
551,1198,long term,good balance,no,no,little,little,2
720,2476,long term,good balance,yes,yes,none,none,2
688,1138,long term,no balance,no,yes,little,little,2
635,14027,loyal,good balance,yes,no,little,moderate,1
561,7596,new,good balance,yes,yes,none,none,3
850,3077,loyal,good balance,yes,yes,none,none,0
636,1505,long term,good balance,yes,yes,little,none,2
461,3148,new,excellent balance,yes,yes,none,rich,0
771,6148,long term,excellent balance,yes,no,moderate,moderate,3
713,1337,loyal,excellent balance,yes,yes,little,rich,2
658,433,loyal,excellent balance,yes,yes,rich,moderate,2
586,1228,loyal,good balance,yes,yes,little,little,2
737,790,loyal,excellent balance,no,no,quite rich,moderate,2
742,2570,long term,excellent balance,no,no,little,none,0
824,250,long term,excellent balance,yes,no,rich,none,2
701,1316,loyal,excellent balance,yes,no,quite rich,none,2
623,1882,long term,excellent balance,no,no,little,little,2
744,6416,loyal,no balance,yes,yes,little,moderate,3
698,1275,new,excellent balance,no,no,rich,rich,2
616,6403,loyal,no balance,no,no,little,moderate,3
662,1987,long term,excellent balance,yes,no,little,little,2
594,760,new,no balance,no,yes,little,moderate,2
685,2603,new,excellent balance,yes,yes,rich,none,0
742,3380,new,no balance,no,yes,little,none,0
678,3990,long term,excellent balance,no,yes,none,moderate,0
651,11560,new,no balance,yes,yes,little,moderate,1
585,4380,new,excellent balance,yes,no,moderate,little,0
579,6761,loyal,good balance,yes,no,little,none,3
722,4280,new,excellent balance,no,no,moderate,moderate,0
613,2325,long term,excellent balance,yes,yes,moderate,little,2
694,1048,loyal,excellent balance,yes,no,little,moderate,2
550,3160,new,good balance,yes,no,none,none,0
741,2483,long term,good balance,yes,no,quite rich,little,2
668,14179,loyal,no balance,no,yes,none,little,1
529,1797,new,no balance,yes,yes,little,little,2
636,2511,long term,no balance,yes,yes,little,little,0
563,1274,new,good balance,yes,no,little,little,2
767,5248,loyal,no balance,yes,no,none,none,0
644,3029,loyal,good balance,yes,no,little,none,0
780,428,loyal,excellent balance,yes,yes,little,little,2
635,976,loyal,no balance,yes,yes,little,little,2
641,841,new,good balance,no,yes,moderate,moderate,2
593,5771,new,no balance,yes,yes,little,none,3
540,1555,long term,excellent balance,yes,no,rich,none,2
663,1285,long term,no balance,yes,yes,none,little,2
630,1299,loyal,no balance,yes,yes,little,rich,2
605,1271,loyal,excellent balance,yes,yes,none,rich,2
710,1393,loyal,excellent balance,yes,no,little,none,2
755,691,long term,excellent balance,yes,yes,little,little,2
641,5045,loyal,no balance,yes,yes,none,none,0
737,2124,long term,excellent balance,yes,no,little,little,2
695,2214,loyal,excellent balance,yes,no,little,little,2
466,12680,long term,good balance,yes,yes,none,none,1
558,2463,new,excellent balance,yes,yes,moderate,none,2
665,1155,new,excellent balance,yes,yes,little,moderate,2
737,3108,loyal,no balance,yes,no,little,little,0
654,2901,long term,no balance,yes,yes,none,none,0
619,3617,new,no balance,yes,no,little,moderate,0
845,1655,new,excellent balance,yes,no,little,none,2
727,2812,new,good balance,yes,no,none,little,0
582,8065,new,excellent balance,yes,yes,little,little,3
716,3275,loyal,no balance,yes,yes,little,none,0
660,2223,new,good balance,yes,yes,moderate,none,2
664,1480,long term,good balance,no,no,quite rich,rich,2
801,1371,long term,excellent balance,no,no,none,little,2
615,3535,long term,no balance,no,yes,little,none,0
718,3509,long term,excellent balance,yes,yes,little,little,0
667,5711,loyal,good balance,yes,no,rich,none,3
670,3872,new,excellent balance,yes,yes,little,moderate,0
590,4933,loyal,no balance,yes,yes,little,moderate,0
739,1940,loyal,no balance,yes,no,rich,none,2
373,1410,long term,no balance,yes,no,little,moderate,2
418,836,loyal,no balance,yes,yes,moderate,moderate,2
837,6468,loyal,no balance,yes,yes,none,moderate,3
645,1941,loyal,excellent balance,yes,no,rich,moderate,2
552,2675,new,excellent balance,no,yes,quite rich,none,0
580,2751,new,excellent balance,yes,yes,none,none,0
684,6224,new,excellent balance,yes,yes,little,moderate,3
634,5998,new,no balance,yes,yes,little,little,3
607,1188,loyal,good balance,yes,no,little,moderate,2
802,6313,loyal,excellent balance,yes,yes,none,none,3
736,1221,long term,no balance,yes,no,none,none,2
629,2892,loyal,excellent balance,yes,no,little,rich,0
737,3062,loyal,no balance,yes,no,quite rich,none,0
718,2301,new,no balance,yes,yes,moderate,none,2
561,7511,long term,no balance,no,no,none,little,3
641,1258,loyal,good balance,yes,yes,little,none,2
677,717,new,good balance,no,yes,none,none,2
641,1549,new,no balance,yes,no,none,moderate,2
658,1597,long term,excellent balance,yes,yes,little,none,2
659,1795,long term,excellent balance,yes,no,little,moderate,2
567,4272,new,no balance,no,no,little,little,0
584,976,new,excellent balance,yes,no,none,none,2
709,7472,new,good balance,yes,no,none,moderate,3
690,9271,new,no balance,yes,yes,little,little,3
627,590,new,good balance,no,yes,little,moderate,2
765,930,new,good balance,yes,yes,none,none,2
645,9283,long term,good balance,yes,yes,little,moderate,3
716,1778,new,good balance,no,yes,little,moderate,2
771,907,long term,no balance,no,no,little,moderate,2
687,484,loyal,good balance,yes,yes,little,moderate,2
717,9629,loyal,good balance,yes,no,little,little,3
524,3051,new,excellent balance,no,no,little,little,0
679,3931,long term,no balance,yes,yes,little,little,0
538,7432,new,no balance,yes,yes,little,moderate,3
752,1338,long term,good balance,yes,yes,quite rich,none,2
846,1554,new,no balance,yes,yes,little,none,2
532,15857,new,no balance,yes,no,little,little,1
670,1345,loyal,good balance,yes,no,little,little,2
597,1101,loyal,excellent balance,yes,yes,little,none,2
627,3016,new,good balance,no,yes,little,rich,0
700,2712,new,no balance,yes,no,little,little,0
766,731,long term,good balance,no,yes,little,little,2
488,3780,new,no balance,yes,yes,little,none,0
694,1602,long term,good balance,yes,yes,little,little,2
639,3966,new,good balance,no,no,little,little,0
705,4165,long term,good balance,no,no,little,none,0
810,8335,new,good balance,yes,yes,none,little,3
638,6681,long term,no balance,yes,no,none,moderate,3
595,2375,long term,no balance,no,no,quite rich,none,2
575,1216,long term,no balance,yes,yes,little,little,2
850,11816,long term,excellent balance,yes,yes,little,little,1
419,5084,new,excellent balance,no,yes,none,moderate,0
640,2327,loyal,excellent balance,yes,no,little,rich,2
570,1082,loyal,no balance,no,yes,little,little,2
640,886,long term,good balance,yes,no,none,none,2
689,601,long term,good balance,yes,no,little,none,2
725,2957,long term,good balance,no,no,little,little,0
751,2611,loyal,no balance,yes,no,little,none,0
544,5179,loyal,no balance,yes,no,little,little,0
768,2993,new,excellent balance,no,no,little,none,0
648,1943,long term,excellent balance,yes,no,little,none,2
577,1559,long term,no balance,yes,no,little,none,2
639,3422,new,no balance,yes,yes,little,none,0
686,3976,new,good balance,yes,yes,none,moderate,0
657,6761,long term,no balance,no,yes,none,none,3
613,1249,long term,excellent balance,yes,no,little,none,2
701,1364,loyal,excellent balance,yes,no,little,little,2
578,709,loyal,excellent balance,yes,no,little,little,2
689,2235,new,no balance,yes,yes,little,little,2
687,4042,long term,no balance,yes,yes,none,none,0
499,1471,new,good balance,no,no,little,none,2
693,1442,new,no balance,no,no,little,little,2
737,10875,loyal,good balance,yes,yes,little,none,1
651,1474,loyal,excellent balance,yes,yes,moderate,none,2
753,894,long term,excellent balance,yes,yes,none,none,2
523,3343,long term,excellent balance,no,yes,little,none,0
458,3959,new,excellent balance,yes,yes,little,little,0
643,3577,long term,no balance,yes,yes,moderate,none,0
638,5804,long term,no balance,no,no,rich,none,3
685,2169,long term,good balance,yes,yes,little,none,2
684,2439,long term,no balance,yes,no,little,little,2
670,4526,long term,good balance,yes,yes,rich,none,0
701,2210,new,excellent balance,no,no,little,none,2
705,2221,new,excellent balance,yes,yes,quite rich,none,2
593,2389,loyal,no balance,no,no,little,little,2
651,3331,new,good balance,yes,no,little,none,0
741,7409,loyal,good balance,yes,yes,none,none,3
596,730,new,excellent balance,yes,yes,none,none,2
581,1164,new,excellent balance,yes,yes,little,little,2
689,5954,long term,good balance,yes,no,little,moderate,3
544,1977,long term,good balance,no,yes,none,little,2
718,1526,new,no balance,no,yes,little,little,2
583,3965,loyal,excellent balance,yes,no,little,little,0
663,4771,loyal,excellent balance,yes,yes,little,moderate,0
666,9436,new,excellent balance,yes,no,none,none,3
524,3832,new,excellent balance,yes,no,little,moderate,0
599,5943,long term,no balance,yes,no,none,none,3
667,1213,long term,excellent balance,yes,yes,quite rich,none,2
727,1568,long term,no balance,yes,yes,moderate,none,2
689,1755,long term,no balance,yes,yes,little,little,2
639,2315,long term,excellent balance,yes,no,little,little,2
678,1412,new,good balance,yes,yes,little,none,2
523,1295,loyal,excellent balance,yes,no,little,moderate,2
650,12612,loyal,no balance,yes,no,moderate,moderate,1
744,2249,long term,no balance,yes,yes,moderate,little,2
697,1108,long term,no balance,no,yes,little,little,2
800,618,long term,no balance,yes,no,little,none,2
664,1409,long term,no balance,no,yes,little,little,2
740,797,loyal,no balance,yes,no,none,none,2
835,3617,new,no balance,yes,yes,none,rich,0
559,1318,new,no balance,yes,no,rich,moderate,2
676,15945,new,good balance,yes,no,little,moderate,1
613,2012,loyal,excellent balance,yes,no,none,none,2
713,2622,long term,excellent balance,yes,yes,moderate,moderate,0
751,2337,loyal,excellent balance,yes,yes,little,moderate,2
523,7057,loyal,excellent balance,yes,yes,none,moderate,3
775,1469,new,excellent balance,yes,yes,moderate,none,2
608,2323,long term,no balance,no,no,little,moderate,2
673,932,loyal,good balance,yes,yes,little,none,2
616,1919,new,no balance,yes,no,little,moderate,2
650,2445,long term,excellent balance,yes,no,none,none,2
655,11938,long term,no balance,no,no,little,moderate,1
782,6458,new,good balance,yes,no,little,none,3
781,6078,new,no balance,no,no,little,moderate,3
593,7721,new,good balance,yes,no,none,little,3
505,1410,loyal,good balance,yes,no,quite rich,moderate,2
707,1449,new,no balance,yes,no,moderate,moderate,2
692,392,new,good balance,no,yes,little,rich,2
813,6260,new,good balance,no,yes,little,moderate,3
850,7855,long term,good balance,yes,no,little,none,3
753,1680,long term,excellent balance,yes,yes,quite rich,little,2
850,3578,long term,no balance,yes,yes,none,none,0
671,7174,long term,excellent balance,yes,yes,none,little,3
791,2132,new,no balance,yes,yes,none,little,2
624,4281,new,no balance,yes,yes,quite rich,little,0
649,2366,long term,good balance,yes,yes,quite rich,moderate,2
732,1835,long term,good balance,yes,no,little,little,2
664,3868,new,good balance,yes,yes,little,none,0
789,1768,loyal,good balance,no,yes,little,none,2
680,781,loyal,excellent balance,yes,no,little,rich,2
701,1924,new,no balance,yes,no,none,moderate,2
684,2121,new,no balance,no,yes,little,little,2
586,701,long term,excellent balance,yes,yes,little,little,2
522,639,long term,good balance,yes,no,little,moderate,2
739,1860,loyal,good balance,yes,yes,little,moderate,2
835,3499,new,excellent balance,yes,yes,little,little,0
790,8487,new,good balance,yes,yes,none,moderate,3
671,6887,long term,good balance,no,yes,little,little,3
560,2708,long term,excellent balance,yes,no,little,none,0
651,1984,loyal,good balance,yes,yes,little,none,2
682,10144,long term,no balance,no,yes,moderate,none,1
808,1240,new,no balance,yes,yes,none,none,2
644,8613,loyal,good balance,yes,yes,rich,none,3
688,766,new,no balance,yes,no,quite rich,moderate,2
617,2728,new,excellent balance,no,yes,none,moderate,0
738,1881,long term,good balance,yes,no,little,rich,2
663,709,long term,good balance,yes,yes,rich,rich,2
515,4795,long term,excellent balance,no,yes,little,moderate,0
845,3416,loyal,no balance,yes,yes,little,little,0
639,2462,loyal,excellent balance,yes,yes,little,little,2
557,2288,new,excellent balance,yes,yes,little,none,2
543,3566,loyal,excellent balance,yes,yes,moderate,moderate,0
585,860,long term,excellent balance,yes,yes,little,little,2
610,682,new,no balance,yes,no,moderate,none,2
727,5371,new,good balance,yes,no,little,little,3
540,1582,loyal,no balance,yes,no,rich,none,2
418,1346,long term,no balance,yes,yes,moderate,none,2
660,1924,new,good balance,yes,no,little,none,2
850,5848,long term,excellent balance,yes,no,little,rich,3
618,7758,long term,excellent balance,yes,no,rich,moderate,3
642,6967,long term,good balance,no,yes,moderate,moderate,3
850,1282,loyal,good balance,yes,yes,little,little,2
739,1288,loyal,no balance,yes,no,moderate,little,2
508,339,long term,no balance,yes,yes,little,little,2
667,3512,long term,no balance,no,no,moderate,moderate,0
741,1898,long term,no balance,yes,yes,none,none,2
592,2872,long term,no balance,yes,yes,moderate,none,0
651,1055,long term,good balance,yes,no,little,none,2
773,1262,new,no balance,yes,no,quite rich,none,2
850,7308,loyal,excellent balance,yes,yes,little,moderate,3
550,909,loyal,excellent balance,yes,no,quite rich,none,2
783,2978,long term,no balance,yes,no,quite rich,none,0
777,1131,new,no balance,yes,no,little,little,2
659,1577,long term,excellent balance,yes,yes,rich,moderate,2
